Discipline,Effect,Description,Paper title,Paper ref,Link,doi,Paper Notes,Citations,N orig
Cognitive Psychology,Age of acquisition influence on the post-lexical stages of lexical/sublexical retrieval (delayed spoken word naming),"Early-acquired words should not differ from late-acquired words, when using delayed word naming. This enables researchers to assess if the lexical/sublexical effects result at an articulatory level",Roles of Word Frequency and Age of Acquisition in Word Naming and Lexical Decision,Morrison and Ellis 1995,https://psycnet.apa.org/record/1995-20072-001,,"experiment, n = 16","599(GS, December 2022)",16
Cognitive Psychology,Age of acquisition influence on lexical retrieval (written word naming),"Early-acquired words are written and spelled more quickly and accurately than late-acquired words. In contrast to written picture naming, written word naming involves access to the lexical and sublexical pathways that are not accessed in typing or written picture naming",Effects of consistency and age of acquisition on reading and spelling among developing readers,Weekes et al. 2006,https://link.springer.com/article/10.1007/s11145-005-2032-6,10.1007/s11145-005-2032-6,"experiment, Experiment 2: n = 40","57(GS, December 2022)]​",40
Cognitive Psychology,Age of acquisition influence on lexical retrieval (Immediate spoken word naming in opaque language),"Age of acquisition influence on lexical retrieval in opaque languages (Immediate spoken word naming in opaque language). **Early-acquired words are named more quickly and accurately than late-acquired words in opaque languages or deep orthography (i.e. spelling-sound correspondence is not direct where one is able to pronounce the word correctly based on the spelling; e.g. English, French","First in, first out: Word learning age and spoken word frequency as predictors of word familiarity and word naming latency",Brown and Watson 1987,https://link.springer.com/article/10.3758/BF03197718,10.3758/BF03197718,"experiment, n = 28","468(GS, January 2023)]​",28
Cognitive Psychology,Age of acquisition influence on lexical retrieval  (Immediate spoken word naming in transparent language),"Age of acquisition influence on lexical retrieval (Immediate spoken word naming in transparent language). **Early-acquired words are named more quickly and accurately than late-acquired words in transparent languages or shallow orthography (i.e. spelling-sound correspondence is direct where one is able to pronounce the word correctly based on the spelling; e.g. Italian, Spanish",Word Frequency Affects Naming Latency in Dutch when Age of Acquisition is Controlled,Brysbaert 1996,https://www.tandfonline.com/doi/abs/10.1080/095414496383149?casa_token=W2Qv5aejnNoAAAAA:V2K1TW7EjS2F5ovIDztJXN5S5C-7WxRJumCeCkSRiIiE8eVbJQcf2W6DqDpSY7W8WkcekzfNvLY,10.1080/095414496383149?casa_token=W2Qv5aejnNoAAAAA:V2K1TW7EjS2F5ovIDztJXN5S5C-7WxRJumCeCkSRiIiE8eVbJQcf2W6DqDpSY7W8WkcekzfNvLY,"experiment, n = 22","73(GS, January 2023)]​",22
Cognitive Psychology,Age of acquisition influence on lexical retrieval (spoken character naming in logographic languages),Age of acquisition influence on lexical retrieval in logographic languages (spoken character naming in logographic languages). **Early-acquired characters are named more quickly and accurately than late-acquired characters in logographic languages such as Japanese and Chinese,Two age of acquisition effects in the reading,,https://bpspsychub.onlinelibrary.wiley.com/doi/abs/10.1111/j.2044-8295.1997.tb02648.x?casa_token=wEnO6Z6TLogAAAAA:JAKN5NUetsMvtqaTHEqFOOjxRvFgFb0kuLaJeVDIRpShddyLyr0tda2AtV5mQinsNxz98IGoU6Bo,10.1111/j.2044-8295.1997.tb02648.x?casa_token=wEnO6Z6TLogAAAAA:JAKN5NUetsMvtqaTHEqFOOjxRvFgFb0kuLaJeVDIRpShddyLyr0tda2AtV5mQinsNxz98IGoU6Bo,,,
Cognitive Psychology,Age of acquisition influence on speeded phonological retrieval (speeded spoken word naming),"Age of acquisition influence on speeded phonological retrieval. **Early-acquired words are responded to more quickly and accurately than late-acquired words, using a speeded naming paradigm, where participants must name the items as quickly as possible within a short timeframe (e.g. 400 milliseconds). This effect is argued to reduce the influence of semantics on phonological activation, which is argued to accumulate over the word naming process",Age-of-acquisition and frequency effects in speeded word naming,Gerhand and Barry 1999,https://www.sciencedirect.com/science/article/pii/S0010027799000529,,"experiment, n = 30","118(GS, December 2022)]​",30
Cognitive Psychology,Age of acquisition influence on lexical retrieval (auditory lexical decision task in opaque languages),"Early-acquired words are heard and responded to more quickly and accurately than late-acquired words, using auditory lexical decision tasks where participants have to judge whether they heard a real word or not","Lexical Search Speed in Children and Adults,",Cirrin 1984,https://www.sciencedirect.com/science/article/pii/002209658490064X,,"experimental study, kindergarten children: n = 12; first grade children: n = 11; third grade children: n = 11; adults: n = 11","50(GS, December 2022)",12 & 11 & 11 & 11
Cognitive Psychology,Age of acquisition influence on lexical retrieval (visual lexical decision in opaque languages),"Early-acquired words are seen and responded more quickly and accurately than late-acquired words in  opaque languages or deep orthography (i.e. spelling-sound correspondence is not direct where one is able to pronounce the word correctly based on the spelling; e.g. English, French), using visual lexical decision task. Participants have to decide whether they saw a word or not",Word-nonword classification time,Whaley 1978,https://www.sciencedirect.com/science/article/pii/S002253717890110X?via%3Dihub,,"experiment, n = 32","579(GS, December 2022)",32
Cognitive Psychology,Age of acquisition influence on lexical retrieval (Visual lexical decision in transparent languages),"Age of acquisition influence on lexical retrieval (Visual lexical decision in transparent language). **Early-acquired words are responded more quickly and accurately than late-acquired words in transparent languages or shallow orthography (i.e. spelling-sound correspondence is direct where one is able to pronounce the word correctly based on the spelling; e.g. Spanish, Turkish, Italian",The effects of age-of-acquisition and frequency-of-occurrence in visual word recognition: Further evidence from the Dutch language,Brysbaert et al. 2000,https://www.tandfonline.com/doi/abs/10.1080/095414400382208?casa_token=Ho_hgRrJORMAAAAA:5dGdTjDLLPWBWeHaOHuHo5Y-wxEDT6-vi09vcsFNJ_CeO2KNTNhNM5fQdqYMyFPtQu8kvgqhF7M,10.1080/095414400382208?casa_token=Ho_hgRrJORMAAAAA:5dGdTjDLLPWBWeHaOHuHo5Y-wxEDT6-vi09vcsFNJ_CeO2KNTNhNM5fQdqYMyFPtQu8kvgqhF7M,"experiment, n = 20","227 (GS, January 2023)",20
Cognitive Psychology,Age of acquisition influence on lexical retrieval (Visual lexical decision in logographic languages),"Early-acquired logograms are responded more quickly and accurately than late-acquired logograms in logographic languages such as Chinese and Japanese, using a visual lexical decision task","Effects of age of acquisition on brain activation during Chinese character recognition,",Weekes et al. 2008,https://www.sciencedirect.com/science/article/pii/S0028393208000572,,"experiment, n = 12","22(GS, December 2022)]​",12
Cognitive Psychology,Age of acquisition influence on silent reading (eye-tracking),"Early-acquired words show shorter fixations, gaze and total reading times than late-acquired words in sentences and paragraphs, using eye-tracking",Investigating the effects of a set of intercorrelated variables on eye fixation durations in reading,Juhasz and Rayner 2003,https://psycnet.apa.org/doiLanding?doi=10.1037%2F0278-7393.29.6.1312,,"experiment, n = 40","311(GS, December 2022)]​",40
Cognitive Psychology,Age of acquisition influence on name retrieval,"The earlier an individual learns a celebrity name and face, the more quickly and accurately the participant will name the celebrity",The Effect of Age of Acquisition on Speed and,,https://www.tandfonline.com/doi/abs/10.1080/713755779?casa_token=uXrinWebRjoAAAAA:1BLgpya1JHG00uRr0IhoVhh88pgfIFJwwNdkb-jy38XJznJdwpL-H_Ptz_INkhv7CjT3H4PSD0A,10.1080/713755779?casa_token=uXrinWebRjoAAAAA:1BLgpya1JHG00uRr0IhoVhh88pgfIFJwwNdkb-jy38XJznJdwpL-H_Ptz_INkhv7CjT3H4PSD0A,,,
Cognitive Psychology,Age of acquisition on lexical-semantic processes (translation task),"Compared to late-acquired words, early-acquired words in a native or other language are translated more quickly to the other language or the native language, respectively",Characteristics of words determining how easily they will be translated into a second language,Murray 1986,https://www.cambridge.org/core/journals/applied-psycholinguistics/article/abs/characteristics-of-words-determining-how-easily-they-will-be-translated-into-a-second-language/EF06A22DA83321363039FC0956307868,,"experiment, n = 16","12(GS, December 2022)",16
Cognitive Psychology,Age of acquisition influence on lexical-semantic processes (picture-word interference),"The pictures of objects whose concept is acquired earlier show smaller semantic interference with simultaneously appearing semantically related words, compared to when the task is done using pictures of objects whose concept is acquired later","Age of Acquisition, Word Frequency, and Picture–Word Interference",Catling et al. 2010,https://journals.sagepub.com/doi/full/10.1080/17470210903380830?casa_token=smbRRIf0JfQAAAAA%3AQaJF0LIzLOru8gN6vX8zsT9BzvAGw_bIcAUE3H_-TLvKZIH9D3g3-JRsFPm9zxSlNoIVHLfuflA,10.1080/17470210903380830?casa_token=smbRRIf0JfQAAAAA:QaJF0LIzLOru8gN6vX8zsT9BzvAGw_bIcAUE3H_-TLvKZIH9D3g3-JRsFPm9zxSlNoIVHLfuflA,"experiment, n = 20","26(GS, December 2022)]​",20
